Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD9372,Amrish,Bakery,Biscuits,Nashik,21-10-2018,West,1642,0.21,623.96,Maharashtra
OD9373,Ram,Beverages,Health Drinks,Madurai,11-09-2017,South,1614,0.13,322.8,Tamil Nadu
OD9374,Hafiz,Fruits & Veggies,Fresh Fruits,Jodhpur,25-07-2016,West,664,0.24,79.68,Rajasthan
OD9375,Shah,Beverages,Health Drinks,Jodhpur,06-01-2016,West,522,0.15,219.24,Rajasthan
OD9376,Willams,Bakery,Breads & Buns,Kochi,27-12-2015,South,2442,0.28,683.76,Kerela
OD9377,Jonas,Fruits & Veggies,Fresh Fruits,Gorakhpur,22-11-2016,East,1546,0.32,247.36,Uttar Pradesh
OD9378,Sudha,"Eggs, Meat & Fish",Mutton,Madurai,22-06-2018,South,564,0.1,62.04,Tamil Nadu
OD9379,Peer,Fruits & Veggies,Fresh Vegetables,Rourkela,04-07-2017,East,1536,0.2,691.2,Odhisa
OD9380,Vinne,Bakery,Breads & Buns,Kochi,07-11-2017,South,1362,0.16,136.2,Kerela
OD9381,Arvind,Oil & Masala,Masalas,Coimbatore,28-09-2017,South,2121,0.19,318.15,Tamil Nadu
OD9382,Arvind,Oil & Masala,Spices,Jhansi,23-04-2015,East,866,0.16,303.1,Jharkhand
OD9383,Mathew,Food Grains,Rice,Kochi,31-01-2017,South,1706,0.25,750.64,Kerela
OD9384,Sharon,"Eggs, Meat & Fish",Eggs,Madurai,24-11-2018,South,2210,0.13,574.6,Tamil Nadu
OD9385,Ridhesh,Fruits & Veggies,Organic Vegetables,Rajkot,25-02-2016,West,2305,0.28,945.05,Gujarat
OD9386,Ridhesh,Food Grains,Dals & Pulses,Moradabad,23-05-2017,North,2285,0.2,982.55,Uttar Pradesh
OD9387,Akash,Snacks,Noodles,Chandigarh,10-07-2016,North,1495,0.19,194.35,Punjab
OD9388,Amrish,Fruits & Veggies,Organic Vegetables,Coimbatore,30-03-2018,South,766,0.16,137.88,Tamil Nadu
OD9389,Mathew,Beverages,Soft Drinks,Varanasi,24-09-2018,North,2079,0.31,873.18,Uttar Pradesh
OD9390,Sabeela,Oil & Masala,Edible Oil & Ghee,Dhanbad,13-03-2017,East,1576,0.33,504.32,Jharkhand
OD9391,Verma,Beverages,Health Drinks,Meerut,05-03-2015,North,1562,0.22,265.54,Uttar Pradesh
OD9392,Jonas,Oil & Masala,Masalas,Kochi,17-04-2015,South,1907,0.29,572.1,Kerela
OD9393,Sudha,Oil & Masala,Masalas,Jamshedpur,09-12-2015,East,1113,0.31,144.69,Jharkhand
OD9394,Hussain,"Eggs, Meat & Fish",Chicken,Pune,25-05-2018,West,1539,0.23,584.82,Maharashtra
OD9395,Ramesh,Beverages,Soft Drinks,Kochi,28-06-2016,South,1537,0.26,307.4,Kerela
OD9396,Hussain,Fruits & Veggies,Organic Vegetables,Chandigarh,23-10-2018,North,2201,0.19,352.16,Punjab
OD9397,Hussain,Food Grains,Rice,Madurai,27-05-2018,South,2014,0.34,725.04,Tamil Nadu
OD9398,Sundar,Food Grains,Dals & Pulses,Pune,20-12-2017,West,2413,0.28,386.08,Maharashtra
OD9399,Vidya,Snacks,Chocolates,Nashik,01-04-2015,West,699,0.15,83.88,Maharashtra
OD9400,Akash,"Eggs, Meat & Fish",Eggs,Ajmer,26-03-2018,West,1920,0.12,537.6,Rajasthan
OD9401,Surya,Fruits & Veggies,Fresh Fruits,Kanpur,18-10-2016,North,1036,0.14,145.04,Uttar Pradesh
OD9402,Vince,"Eggs, Meat & Fish",Mutton,Gorakhpur,25-05-2017,East,1358,0.18,393.82,Uttar Pradesh
OD9403,Mathew,Oil & Masala,Edible Oil & Ghee,Lucknow,15-03-2017,North,816,0.2,342.72,Uttar Pradesh
OD9404,Haseena,Snacks,Chocolates,Varanasi,26-01-2015,North,2431,0.1,121.55,Uttar Pradesh
OD9405,Ravi,Fruits & Veggies,Organic Fruits,Jhansi,02-04-2015,East,2381,0.19,380.96,Jharkhand
OD9406,Ravi,Fruits & Veggies,Fresh Fruits,Kochi,24-09-2018,South,1558,0.16,218.12,Kerela
OD9407,Ravi,Beverages,Health Drinks,Trivandrum,15-05-2017,South,584,0.23,204.4,Kerela
OD9408,Verma,Beverages,Health Drinks,Ajmer,08-11-2018,West,1165,0.27,442.7,Rajasthan
OD9409,Sabeela,Oil & Masala,Masalas,Jodhpur,17-08-2018,West,717,0.28,143.4,Rajasthan
OD9410,Vidya,Oil & Masala,Edible Oil & Ghee,Dhanbad,09-07-2017,East,2168,0.23,802.16,Jharkhand
OD9411,Haseena,Fruits & Veggies,Organic Fruits,Jodhpur,14-01-2016,West,1249,0.19,137.39,Rajasthan
OD9412,Akash,Fruits & Veggies,Organic Fruits,Madurai,14-08-2016,South,2449,0.12,685.72,Tamil Nadu
OD9413,Vince,Bakery,Breads & Buns,Gorakhpur,15-12-2017,East,2451,0.35,661.77,Uttar Pradesh
OD9414,Vidya,Fruits & Veggies,Fresh Fruits,Amritsar,26-01-2015,North,1050,0.11,451.5,Punjab
OD9415,Vidya,Oil & Masala,Masalas,Coimbatore,24-09-2018,South,1172,0.34,492.24,Tamil Nadu
OD9416,Sabeela,Snacks,Cookies,Meerut,15-05-2017,North,1160,0.34,81.2,Uttar Pradesh
OD9417,Komal,Snacks,Chocolates,Coimbatore,13-03-2017,South,1118,0.1,480.74,Tamil Nadu
OD9418,Vince,Snacks,Noodles,Jodhpur,28-12-2015,West,2157,0.18,258.84,Rajasthan
OD9419,Arvind,Bakery,Biscuits,Madurai,03-02-2015,South,1957,0.21,587.1,Tamil Nadu
OD9420,Akash,Oil & Masala,Masalas,Varanasi,14-09-2017,North,1214,0.21,485.6,Uttar Pradesh
OD9421,Esther,"Eggs, Meat & Fish",Fish,Gorakhpur,25-06-2016,East,979,0.3,88.11,Uttar Pradesh
OD9422,Harish,Snacks,Chocolates,Jhansi,19-09-2018,East,1496,0.28,628.32,Jharkhand
OD9423,Hafiz,Beverages,Health Drinks,Chandigarh,28-06-2016,North,1391,0.16,570.31,Punjab
OD9424,Jonas,Snacks,Cookies,Lucknow,24-09-2018,North,2439,0.13,585.36,Uttar Pradesh
OD9425,Suresh,"Eggs, Meat & Fish",Eggs,Jamshedpur,24-07-2016,East,774,0.32,100.62,Jharkhand
OD9426,Akash,Fruits & Veggies,Organic Fruits,Dhanbad,20-02-2018,East,543,0.16,48.87,Jharkhand
OD9427,Sudha,"Eggs, Meat & Fish",Mutton,Gorakhpur,01-04-2018,East,1747,0.17,209.64,Uttar Pradesh
OD9428,Kumar,"Eggs, Meat & Fish",Mutton,Varanasi,29-10-2017,North,889,0.34,266.7,Uttar Pradesh
OD9429,Suresh,Bakery,Biscuits,Meerut,15-05-2017,North,523,0.17,73.22,Uttar Pradesh
OD9430,Esther,Oil & Masala,Edible Oil & Ghee,Amritsar,31-01-2017,North,873,0.34,157.14,Punjab
OD9431,Anu,Food Grains,Organic Staples,Gorakhpur,26-01-2015,East,1991,0.33,696.85,Uttar Pradesh
OD9432,Esther,Snacks,Cookies,Nashik,24-07-2016,West,1609,0.15,209.17,Maharashtra
OD9433,Jonas,"Eggs, Meat & Fish",Chicken,Dhanbad,25-05-2017,East,2322,0.18,255.42,Jharkhand
OD9434,Hafiz,Food Grains,Dals & Pulses,Kochi,24-11-2018,South,1718,0.13,257.7,Kerela
OD9435,Peer,Oil & Masala,Masalas,Rourkela,15-03-2017,East,2166,0.12,888.06,Odhisa
OD9436,Krithika,Snacks,Chocolates,Nashik,22-05-2015,West,1665,0.1,482.85,Maharashtra
OD9437,Vinne,Beverages,Health Drinks,Trivandrum,23-04-2018,South,1818,0.34,563.58,Kerela
OD9438,Harish,Snacks,Noodles,Meerut,25-11-2017,North,2361,0.32,637.47,Uttar Pradesh
OD9439,Vince,Fruits & Veggies,Organic Vegetables,Nashik,22-09-2016,West,829,0.24,66.32,Maharashtra
OD9440,Vidya,"Eggs, Meat & Fish",Eggs,Rourkela,28-12-2018,East,2006,0.19,240.72,Odhisa
OD9441,Anu,"Eggs, Meat & Fish",Chicken,Gorakhpur,24-11-2017,East,2052,0.24,184.68,Uttar Pradesh
OD9442,Sundar,Bakery,Biscuits,Moradabad,13-06-2016,North,2004,0.18,521.04,Uttar Pradesh
OD9443,Alan,Oil & Masala,Edible Oil & Ghee,Gorakhpur,22-09-2016,East,756,0.35,60.48,Uttar Pradesh
OD9444,Amy,"Eggs, Meat & Fish",Eggs,Amritsar,30-04-2018,North,2367,0.26,189.36,Punjab
OD9445,Krithika,"Eggs, Meat & Fish",Fish,Madurai,20-12-2016,South,901,0.28,108.12,Tamil Nadu
OD9446,Sabeela,Snacks,Noodles,Rajkot,17-03-2018,West,1639,0.1,163.9,Gujarat
OD9447,Roshan,Fruits & Veggies,Organic Fruits,Rourkela,24-10-2015,East,1337,0.33,200.55,Odhisa
OD9448,Harish,Food Grains,Organic Staples,Ajmer,27-10-2015,West,1824,0.33,145.92,Rajasthan
OD9449,Arutra,Bakery,Biscuits,Chandigarh,04-02-2017,North,654,0.35,111.18,Punjab
OD9450,Ram,"Eggs, Meat & Fish",Chicken,Varanasi,13-02-2017,North,889,0.14,364.49,Uttar Pradesh
OD9451,Akash,Beverages,Health Drinks,Bikaner,29-04-2015,West,1008,0.19,70.56,Rajasthan
OD9452,Arutra,"Eggs, Meat & Fish",Mutton,Lucknow,21-08-2017,North,771,0.12,131.07,Uttar Pradesh
OD9453,Esther,Bakery,Cakes,Pune,01-04-2018,West,921,0.13,349.98,Maharashtra
OD9454,Veena,Food Grains,Dals & Pulses,Moradabad,30-04-2018,North,881,0.33,334.78,Uttar Pradesh
OD9455,Veronica,Fruits & Veggies,Fresh Vegetables,Nashik,18-03-2015,West,1970,0.11,98.5,Maharashtra
OD9456,Sheeba,"Eggs, Meat & Fish",Chicken,Jamshedpur,12-04-2018,East,1378,0.3,275.6,Jharkhand
OD9457,Haseena,Fruits & Veggies,Organic Vegetables,Chandigarh,18-03-2015,North,618,0.23,111.24,Punjab
OD9458,Mathew,Oil & Masala,Masalas,Rourkela,25-08-2017,East,1619,0.25,728.55,Odhisa
OD9459,Haseena,Fruits & Veggies,Fresh Vegetables,Moradabad,30-04-2018,North,696,0.14,174,Uttar Pradesh
OD9460,Suresh,Food Grains,Organic Staples,Rajkot,27-10-2015,West,1445,0.1,260.1,Gujarat
OD9461,Mathew,Bakery,Breads & Buns,Kanpur,21-02-2017,North,2443,0.13,171.01,Uttar Pradesh
OD9462,Harish,Beverages,Soft Drinks,Bikaner,21-10-2018,West,745,0.35,208.6,Rajasthan
OD9463,Malik,Bakery,Cakes,Madurai,21-08-2017,South,1308,0.3,196.2,Tamil Nadu
OD9464,Arvind,Bakery,Biscuits,Bikaner,22-09-2016,West,839,0.16,41.95,Rajasthan
OD9465,Shree,Snacks,Noodles,Amritsar,24-11-2017,North,727,0.21,268.99,Punjab
OD9466,Jonas,"Eggs, Meat & Fish",Eggs,Kanpur,18-03-2015,North,876,0.2,131.4,Uttar Pradesh
OD9467,Akash,Beverages,Health Drinks,Nashik,29-05-2018,West,1570,0.22,298.3,Maharashtra
OD9468,Hussain,Beverages,Health Drinks,Madurai,05-02-2016,South,2429,0.32,145.74,Tamil Nadu
OD9469,Peer,Fruits & Veggies,Organic Fruits,Coimbatore,22-09-2016,South,688,0.17,96.32,Tamil Nadu
OD9470,Rumaiza,Bakery,Cakes,Lucknow,02-04-2018,North,1461,0.17,394.47,Uttar Pradesh
OD9471,Muneer,Food Grains,Organic Staples,Trivandrum,24-01-2016,South,1761,0.26,757.23,Kerela
OD9472,Suresh,Fruits & Veggies,Fresh Vegetables,Lucknow,24-12-2015,North,1665,0.26,549.45,Uttar Pradesh
OD9473,Ravi,Bakery,Biscuits,Pune,14-03-2015,West,1985,0.22,794,Maharashtra
OD9474,Verma,Fruits & Veggies,Fresh Vegetables,Gorakhpur,17-02-2018,East,1679,0.15,251.85,Uttar Pradesh
OD9475,Kumar,Snacks,Chocolates,Coimbatore,21-01-2018,South,1056,0.2,306.24,Tamil Nadu
OD9476,Haseena,Bakery,Cakes,Coimbatore,23-09-2015,South,1935,0.29,367.65,Tamil Nadu
OD9477,Akash,Bakery,Biscuits,Madurai,21-02-2017,South,1599,0.27,223.86,Tamil Nadu
OD9478,Yusuf,Food Grains,Rice,Nashik,21-12-2015,West,616,0.34,227.92,Maharashtra
OD9479,Anu,Snacks,Chocolates,Varanasi,22-09-2016,North,1585,0.16,396.25,Uttar Pradesh
OD9480,Rumaiza,Fruits & Veggies,Fresh Fruits,Moradabad,24-09-2018,North,2255,0.26,856.9,Uttar Pradesh
OD9481,Sudeep,"Eggs, Meat & Fish",Fish,Gorakhpur,30-04-2018,East,775,0.3,186,Uttar Pradesh
OD9482,Suresh,Beverages,Soft Drinks,Meerut,21-02-2017,North,2000,0.23,620,Uttar Pradesh
OD9483,Veronica,Beverages,Soft Drinks,Coimbatore,27-03-2017,South,639,0.2,191.7,Tamil Nadu
OD9484,Yadav,Beverages,Soft Drinks,Dhanbad,19-10-2018,East,1916,0.26,536.48,Jharkhand
OD9485,Harish,Bakery,Breads & Buns,Madurai,31-12-2015,South,512,0.32,168.96,Tamil Nadu
OD9486,Alan,Food Grains,Organic Staples,Jhansi,11-04-2017,East,1205,0.1,228.95,Jharkhand
OD9487,Adavan,Food Grains,Rice,Rajkot,25-05-2015,West,1177,0.32,282.48,Gujarat
OD9488,Sheeba,Oil & Masala,Masalas,Lucknow,21-02-2018,North,1662,0.33,398.88,Uttar Pradesh
OD9489,Sudeep,Fruits & Veggies,Fresh Vegetables,Jhansi,21-01-2018,East,1288,0.1,334.88,Jharkhand
OD9490,Suresh,Snacks,Noodles,Ajmer,21-10-2017,West,1285,0.15,295.55,Rajasthan
OD9491,Yusuf,Oil & Masala,Masalas,Rourkela,18-11-2017,East,875,0.26,140,Odhisa
OD9492,Sundar,Fruits & Veggies,Fresh Vegetables,Jodhpur,27-12-2015,West,1051,0.32,189.18,Rajasthan
OD9493,Shree,Oil & Masala,Masalas,Kochi,21-11-2018,South,1319,0.25,197.85,Kerela
OD9494,Arvind,Fruits & Veggies,Organic Fruits,Rourkela,13-07-2017,East,1593,0.15,334.53,Odhisa
OD9495,Mathew,Food Grains,Organic Staples,Kanpur,24-03-2018,North,2012,0.3,120.72,Uttar Pradesh
OD9496,Ravi,Food Grains,Dals & Pulses,Kanpur,22-05-2018,North,603,0.15,162.81,Uttar Pradesh
OD9497,Surya,Oil & Masala,Masalas,Rajkot,17-07-2015,West,2480,0.35,669.6,Gujarat
OD9498,Harish,"Eggs, Meat & Fish",Eggs,Bikaner,24-04-2018,West,1155,0.13,277.2,Rajasthan
OD9499,James,Oil & Masala,Masalas,Rajkot,07-01-2016,West,1022,0.18,439.46,Gujarat
OD9500,Krithika,Snacks,Cookies,Rourkela,19-06-2018,East,1883,0.14,357.77,Odhisa
OD9501,Sabeela,Fruits & Veggies,Fresh Vegetables,Kanpur,11-04-2017,North,1945,0.16,466.8,Uttar Pradesh
OD9502,Anu,Oil & Masala,Spices,Varanasi,29-12-2015,North,1150,0.21,368,Uttar Pradesh
OD9503,Aditi,Bakery,Breads & Buns,Moradabad,24-12-2015,North,2361,0.34,920.79,Uttar Pradesh
OD9504,Shah,Oil & Masala,Edible Oil & Ghee,Jodhpur,16-02-2017,West,1289,0.35,335.14,Rajasthan
OD9505,Malik,Bakery,Cakes,Bikaner,24-12-2015,West,2045,0.19,879.35,Rajasthan
OD9506,Kumar,Bakery,Cakes,Amritsar,29-08-2018,North,1435,0.26,631.4,Punjab
OD9507,Sharon,"Eggs, Meat & Fish",Mutton,Jodhpur,21-11-2018,West,1952,0.35,156.16,Rajasthan
OD9508,Willams,Beverages,Health Drinks,Nashik,18-12-2018,West,601,0.15,228.38,Maharashtra
OD9509,Yadav,Food Grains,Organic Staples,Moradabad,02-12-2018,North,2070,0.31,269.1,Uttar Pradesh
OD9510,Sabeela,Oil & Masala,Spices,Gorakhpur,28-11-2016,East,1402,0.14,112.16,Uttar Pradesh
OD9511,Ridhesh,Bakery,Breads & Buns,Meerut,28-08-2018,North,2153,0.16,193.77,Uttar Pradesh
OD9512,Malik,Oil & Masala,Edible Oil & Ghee,Ajmer,13-11-2017,West,877,0.15,61.39,Rajasthan
OD9513,Anu,Fruits & Veggies,Organic Fruits,Gorakhpur,26-09-2016,East,1004,0.18,150.6,Uttar Pradesh
OD9514,Surya,"Eggs, Meat & Fish",Eggs,Patna,21-11-2018,East,2001,0.28,700.35,Bihar
OD9515,Willams,Snacks,Chocolates,Surat,15-08-2015,West,1541,0.1,678.04,Gujarat
OD9516,Haseena,Beverages,Health Drinks,Pune,03-05-2018,West,2346,0.15,445.74,Maharashtra
OD9517,Sharon,Food Grains,Dals & Pulses,Rajkot,30-10-2017,West,1604,0.24,160.4,Gujarat
OD9518,Mathew,Bakery,Biscuits,Nashik,20-02-2015,West,1015,0.33,395.85,Maharashtra
OD9519,Esther,Bakery,Biscuits,Jamshedpur,26-04-2015,East,1244,0.27,522.48,Jharkhand
OD9520,Peer,Fruits & Veggies,Fresh Vegetables,Ajmer,23-01-2016,West,1932,0.18,734.16,Rajasthan
OD9521,Amrish,Snacks,Noodles,Rourkela,27-03-2018,East,2338,0.11,1005.34,Odhisa
OD9522,Ganesh,"Eggs, Meat & Fish",Eggs,Moradabad,27-03-2018,North,2238,0.13,850.44,Uttar Pradesh
OD9523,Veronica,Oil & Masala,Spices,Patna,16-09-2017,East,918,0.19,201.96,Bihar
OD9524,Amrish,Food Grains,Rice,Dhanbad,13-03-2015,East,2208,0.33,772.8,Jharkhand
OD9525,Hussain,Oil & Masala,Edible Oil & Ghee,Nashik,26-07-2015,West,1784,0.34,642.24,Maharashtra
OD9526,Shree,Beverages,Soft Drinks,Surat,29-03-2017,West,1531,0.18,199.03,Gujarat
OD9527,Veena,Fruits & Veggies,Fresh Fruits,Jhansi,03-07-2016,East,1195,0.22,394.35,Jharkhand
OD9528,Amy,Fruits & Veggies,Fresh Fruits,Ajmer,25-12-2016,West,953,0.12,76.24,Rajasthan
OD9529,Kumar,Oil & Masala,Masalas,Moradabad,20-02-2015,North,1319,0.15,342.94,Uttar Pradesh
OD9530,Yadav,"Eggs, Meat & Fish",Chicken,Chandigarh,20-10-2015,North,1347,0.19,525.33,Punjab
OD9531,Jonas,Food Grains,Atta & Flour,Moradabad,26-11-2015,North,1159,0.23,115.9,Uttar Pradesh
OD9532,Hafiz,Beverages,Health Drinks,Kanpur,27-06-2018,North,1839,0.21,386.19,Uttar Pradesh
OD9533,Krithika,Bakery,Cakes,Chandigarh,21-11-2015,North,1380,0.34,220.8,Punjab
OD9534,Ganesh,Bakery,Biscuits,Nashik,15-01-2018,West,2268,0.24,635.04,Maharashtra
OD9535,Ridhesh,Beverages,Soft Drinks,Kochi,15-10-2017,South,1989,0.25,556.92,Kerela
OD9536,Sharon,Beverages,Health Drinks,Jamshedpur,18-09-2016,East,1416,0.12,594.72,Jharkhand
OD9537,Ridhesh,Snacks,Cookies,Nashik,27-09-2015,West,1577,0.11,473.1,Maharashtra
OD9538,Hussain,Snacks,Chocolates,Meerut,21-11-2018,North,2424,0.23,484.8,Uttar Pradesh
OD9539,Adavan,Food Grains,Rice,Surat,18-08-2018,West,1919,0.31,211.09,Gujarat
OD9540,Sudha,Bakery,Biscuits,Jhansi,26-09-2015,East,1121,0.34,67.26,Jharkhand
OD9541,Shah,Fruits & Veggies,Organic Fruits,Pune,16-06-2018,West,1048,0.33,356.32,Maharashtra
OD9542,James,"Eggs, Meat & Fish",Fish,Gorakhpur,16-04-2018,East,2451,0.27,1004.91,Uttar Pradesh
OD9543,Jackson,Fruits & Veggies,Fresh Fruits,Lucknow,25-04-2015,North,2344,0.21,187.52,Uttar Pradesh
OD9544,Muneer,Food Grains,Atta & Flour,Jhansi,22-05-2018,East,785,0.28,47.1,Jharkhand
OD9545,Peer,Beverages,Health Drinks,Meerut,30-01-2018,North,1792,0.14,806.4,Uttar Pradesh
OD9546,Harish,Fruits & Veggies,Organic Fruits,Rourkela,26-07-2017,East,1184,0.22,189.44,Odhisa
OD9547,Shree,"Eggs, Meat & Fish",Chicken,Pune,27-12-2015,West,772,0.29,347.4,Maharashtra
OD9548,Malik,Beverages,Health Drinks,Surat,16-08-2017,West,522,0.35,109.62,Gujarat
OD9549,Vidya,"Eggs, Meat & Fish",Fish,Dhanbad,31-05-2016,East,1202,0.2,180.3,Jharkhand
OD9550,Shree,Food Grains,Atta & Flour,Kochi,27-03-2018,South,1892,0.27,321.64,Kerela
OD9551,Arutra,Food Grains,Dals & Pulses,Jodhpur,27-11-2016,West,664,0.15,159.36,Rajasthan
OD9552,Vidya,Beverages,Soft Drinks,Moradabad,13-03-2018,North,505,0.3,25.25,Uttar Pradesh
OD9553,Jackson,Snacks,Cookies,Chandigarh,23-01-2016,North,1656,0.25,149.04,Punjab
OD9554,Malik,Food Grains,Dals & Pulses,Amritsar,16-06-2018,North,1763,0.19,334.97,Punjab
OD9555,Surya,Oil & Masala,Edible Oil & Ghee,Rourkela,26-04-2018,East,2293,0.14,550.32,Odhisa
OD9556,Malik,Oil & Masala,Edible Oil & Ghee,Rourkela,27-12-2015,East,2192,0.34,394.56,Odhisa
OD9557,Muneer,"Eggs, Meat & Fish",Mutton,Chandigarh,26-09-2016,North,2444,0.2,366.6,Punjab
OD9558,Peer,Snacks,Cookies,Pune,17-12-2017,West,635,0.11,69.85,Maharashtra
OD9559,Aditi,Bakery,Breads & Buns,Nashik,24-11-2017,West,1618,0.21,420.68,Maharashtra
OD9560,Komal,Beverages,Soft Drinks,Gorakhpur,20-09-2015,East,1574,0.25,173.14,Uttar Pradesh
OD9561,Sabeela,Food Grains,Dals & Pulses,Rourkela,25-08-2016,East,1011,0.12,131.43,Odhisa
OD9562,Verma,"Eggs, Meat & Fish",Eggs,Kanpur,15-03-2018,North,1834,0.1,788.62,Uttar Pradesh
OD9563,Shree,Food Grains,Dals & Pulses,Nashik,16-11-2018,West,853,0.24,255.9,Maharashtra
OD9564,Arutra,Beverages,Soft Drinks,Coimbatore,10-10-2018,South,1087,0.25,86.96,Tamil Nadu
OD9565,Mathew,Bakery,Biscuits,Ajmer,05-04-2016,West,677,0.26,216.64,Rajasthan
OD9566,Akash,"Eggs, Meat & Fish",Chicken,Madurai,21-12-2017,South,1185,0.23,201.45,Tamil Nadu
OD9567,Roshan,Oil & Masala,Masalas,Kochi,17-09-2017,South,2269,0.18,816.84,Kerela
OD9568,Verma,Oil & Masala,Spices,Coimbatore,02-02-2018,South,1033,0.23,185.94,Tamil Nadu
OD9569,Surya,Food Grains,Organic Staples,Kanpur,11-07-2017,North,1455,0.24,567.45,Uttar Pradesh
OD9570,Ram,Oil & Masala,Masalas,Nashik,30-04-2018,West,1786,0.19,232.18,Maharashtra
OD9571,Akash,Oil & Masala,Edible Oil & Ghee,Madurai,16-06-2018,South,2105,0.26,799.9,Tamil Nadu
OD9572,Verma,Fruits & Veggies,Fresh Fruits,Kochi,11-05-2018,South,2159,0.1,259.08,Kerela
OD9573,Muneer,Beverages,Soft Drinks,Trivandrum,21-03-2018,South,2334,0.27,210.06,Kerela
OD9574,Akash,Oil & Masala,Spices,Patna,19-10-2016,East,1353,0.1,230.01,Bihar
OD9575,Ridhesh,Fruits & Veggies,Organic Vegetables,Bikaner,22-03-2016,West,1123,0.18,101.07,Rajasthan
OD9576,Hussain,Bakery,Biscuits,Patna,15-01-2018,East,608,0.1,115.52,Bihar
OD9577,Kumar,"Eggs, Meat & Fish",Eggs,Patna,26-04-2015,East,1265,0.16,202.4,Bihar
OD9578,Veronica,"Eggs, Meat & Fish",Chicken,Jamshedpur,19-09-2016,East,2326,0.13,232.6,Jharkhand
OD9579,Arvind,"Eggs, Meat & Fish",Chicken,Kanpur,13-01-2015,North,1492,0.23,552.04,Uttar Pradesh
OD9580,Anu,"Eggs, Meat & Fish",Fish,Rajkot,14-12-2018,West,726,0.13,130.68,Gujarat
OD9581,Malik,Oil & Masala,Spices,Amritsar,01-07-2015,North,904,0.34,280.24,Punjab
OD9582,Aditi,Beverages,Health Drinks,Varanasi,23-10-2017,North,1937,0.22,174.33,Uttar Pradesh
OD9583,Ramesh,Bakery,Breads & Buns,Dhanbad,18-05-2017,East,914,0.24,100.54,Jharkhand
OD9584,Vince,"Eggs, Meat & Fish",Mutton,Amritsar,31-01-2017,North,784,0.14,39.2,Punjab
OD9585,Adavan,"Eggs, Meat & Fish",Mutton,Dhanbad,28-05-2017,East,2479,0.22,818.07,Jharkhand
OD9586,Jonas,Snacks,Noodles,Patna,21-11-2015,East,1497,0.33,673.65,Bihar
OD9587,Amrish,Beverages,Health Drinks,Moradabad,24-03-2016,North,1030,0.35,247.2,Uttar Pradesh
OD9588,Muneer,Bakery,Biscuits,Jhansi,22-06-2018,East,1694,0.17,135.52,Jharkhand
OD9589,Ganesh,Snacks,Noodles,Trivandrum,07-09-2016,South,1588,0.24,444.64,Kerela
OD9590,Alan,Snacks,Cookies,Bikaner,26-09-2017,West,1808,0.17,614.72,Rajasthan
OD9591,Verma,Snacks,Noodles,Kanpur,31-12-2016,North,1936,0.31,96.8,Uttar Pradesh
OD9592,Surya,Bakery,Biscuits,Pune,22-07-2017,West,2340,0.14,210.6,Maharashtra
OD9593,Jackson,Snacks,Noodles,Bikaner,15-07-2017,West,1435,0.21,186.55,Rajasthan
OD9594,Malik,"Eggs, Meat & Fish",Chicken,Surat,11-12-2015,West,735,0.23,124.95,Gujarat
OD9595,Yusuf,Bakery,Breads & Buns,Rajkot,20-09-2017,West,876,0.21,394.2,Gujarat
OD9596,Arutra,"Eggs, Meat & Fish",Fish,Kochi,26-09-2017,South,750,0.29,150,Kerela
OD9597,Hussain,Oil & Masala,Spices,Moradabad,10-10-2017,North,1098,0.16,164.7,Uttar Pradesh
OD9598,Roshan,"Eggs, Meat & Fish",Eggs,Varanasi,22-07-2015,North,1667,0.26,733.48,Uttar Pradesh
OD9599,Sabeela,Oil & Masala,Masalas,Patna,16-09-2016,East,1132,0.22,396.2,Bihar
OD9600,Mathew,Oil & Masala,Masalas,Kochi,20-11-2016,South,642,0.11,64.2,Kerela
OD9601,James,"Eggs, Meat & Fish",Eggs,Gorakhpur,22-03-2015,East,1016,0.17,457.2,Uttar Pradesh
OD9602,Arutra,Bakery,Breads & Buns,Rourkela,20-12-2018,East,2313,0.22,1017.72,Odhisa
OD9603,Arutra,Food Grains,Organic Staples,Moradabad,30-05-2017,North,2044,0.19,899.36,Uttar Pradesh
OD9604,Yusuf,"Eggs, Meat & Fish",Fish,Jamshedpur,11-03-2018,East,2429,0.27,534.38,Jharkhand
OD9605,Sudha,Snacks,Chocolates,Trivandrum,20-11-2016,South,1324,0.11,397.2,Kerela
OD9606,Krithika,Beverages,Health Drinks,Jamshedpur,21-01-2015,East,1103,0.11,286.78,Jharkhand
OD9607,Amy,Snacks,Noodles,Meerut,30-01-2018,North,635,0.17,254,Uttar Pradesh
OD9608,Alan,Bakery,Biscuits,Nashik,11-09-2017,West,1467,0.1,337.41,Maharashtra
OD9609,Yusuf,Oil & Masala,Spices,Meerut,21-03-2018,North,832,0.23,266.24,Uttar Pradesh
OD9610,Rumaiza,Bakery,Biscuits,Jodhpur,24-04-2016,West,2378,0.12,356.7,Rajasthan
OD9611,Hussain,Snacks,Chocolates,Dhanbad,27-12-2017,East,872,0.2,331.36,Jharkhand
OD9612,Aditi,Food Grains,Dals & Pulses,Kanpur,24-06-2017,North,799,0.1,279.65,Uttar Pradesh
OD9613,Esther,Snacks,Chocolates,Gorakhpur,18-03-2015,East,1647,0.25,230.58,Uttar Pradesh
